age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
19,Female,Brazil,4.672998145122975,TikTok,2,Socializing,23.981520768246806,1,6.328905745029045,Medium,18.601468030089517
16,Male,Canada,4.241777098305197,TikTok,4,Education,26.863932412493373,0,6.811187172838804,Medium,4.322689588222836
21,Male,Canada,4.078170614149072,TikTok,4,Socializing,34.53034807803883,0,7.579700660640065,Medium,57.33128230573233
15,Female,India,4.724910996395921,Instagram,2,Socializing,33.236686149550664,1,4.77677000433002,Medium,32.82629993336461
17,Female,India,6.01724224796971,TikTok,5,Entertainment,15.318596949929624,1,5.086233926122143,High,14.488658479085508
15,Male,USA,2.8456913246557667,Instagram,1,Entertainment,23.342191027014422,1,7.182624812277661,Medium,44.58656657424895
19,Male,Australia,5.1605530589248545,Instagram,1,Socializing,23.981978007088056,1,5.598770354523527,High,46.99603456264266
17,Male,USA,4.176838666308612,Twitter,3,Education,39.26746503296118,0,6.407683805187808,Medium,51.39385508752836
21,Female,UK,3.7886617569792187,Twitter,3,Socializing,35.29466776591319,0,6.487423716854945,Medium,1.1626279609352181
19,Male,Australia,3.1094145540789437,Instagram,2,Socializing,24.92617628791151,0,8.799867265091475,Medium,33.30933847808223
14,Female,USA,3.490066110168632,TikTok,1,Education,18.035141171674987,1,7.913993681667172,Medium,55.48544568667773
16,Male,India,6.404592062792777,Snapchat,2,Entertainment,21.423605969292083,1,6.573127384546627,High,26.767354088247732
21,Other,India,4.32626184575617,TikTok,2,News,56.50542183054653,0,5.4447248954345575,Medium,26.08371524547337
24,Male,India,2.7676427272575754,YouTube,3,Socializing,25.132095399579267,1,7.63339529982904,Medium,54.017093090724416
26,Male,Brazil,5.533080943546407,YouTube,2,Education,20.057845860869016,0,6.218250785298959,High,9.387948453577728
14,Other,India,0.5,Snapchat,3,News,28.696661793148976,1,9.832281321535135,Low,23.612262769500248
22,Male,Germany,4.315482085109466,Snapchat,4,News,41.04990314562598,1,7.1757670271558975,Medium,43.037227412236476
21,Female,India,3.5524864412505655,Instagram,5,Education,35.57763647271045,1,6.193216551211992,Medium,6.2467341438902295
22,Male,Canada,5.469331077113913,Instagram,3,Entertainment,31.024604824749296,1,4.763120261649249,High,41.51050587399719
17,Female,India,2.0158494391995507,Snapchat,2,Entertainment,21.21655028835921,0,8.288790501440632,Low,85.41779023724303
14,Male,India,4.917275499701317,YouTube,2,Entertainment,45.20645320912301,1,6.171164891505073,Medium,73.78869766259886
16,Male,India,4.846354021831025,YouTube,2,Socializing,22.75870784009937,0,7.318031598663071,Medium,30.66981446638389
24,Male,USA,2.276632384056442,YouTube,5,Entertainment,29.18150143794594,1,8.37753095095204,Low,31.093856120454525
27,Female,India,1.740347992653488,Instagram,3,Entertainment,18.11080602168971,0,8.933352513476311,Low,60.48282979450512
24,Female,Canada,5.164350300944333,Instagram,5,Entertainment,22.991869843180787,1,6.032299294432062,High,22.185075090007977
19,Other,USA,2.326597083050796,Instagram,2,Entertainment,20.795023184475205,1,8.29012108285791,Low,42.23392825909896
24,Female,USA,4.551236962968085,TikTok,3,Content Creation,15.603292447626686,1,4.907529066971856,Medium,7.990499789476225
25,Male,India,3.205975423382389,YouTube,3,Socializing,15.04490708195447,1,7.596900291475991,Medium,31.89076778891979
20,Female,UK,3.0747610805531744,Snapchat,4,Entertainment,16.41791426827939,0,7.965904458013339,Medium,44.69973309333263
27,Male,Brazil,1.534665800174702,TikTok,3,Education,5.0,1,7.841561148705653,Low,27.401699364248227
15,Male,India,5.577580598396278,YouTube,3,Entertainment,29.36688199379173,1,6.424822370735779,High,40.117944224912435
26,Male,USA,2.6106831482482846,TikTok,2,Entertainment,5.0,1,8.827306026953798,Medium,42.149222356297905
13,Female,UK,6.083947808397238,Instagram,3,News,21.250676872946816,1,6.103200479655905,High,4.390302483903014
16,Female,USA,4.008622053149213,Instagram,2,Socializing,28.618731490550722,1,6.139239684098126,Medium,38.472228785063365
14,Male,UK,3.618901378396225,Twitter,2,News,8.424865571812823,0,7.2623409063741455,Medium,45.01197911304682
20,Female,Canada,1.696113603277555,Snapchat,1,Entertainment,14.498308513033518,0,8.021143470519823,Low,49.189407037101034
16,Male,India,3.6374443841601756,YouTube,1,Entertainment,36.08413783486479,0,7.569831374542566,Medium,44.81504492106796
14,Female,Australia,3.082702841036996,Twitter,4,Entertainment,20.998303935322603,0,9.044669205098613,Medium,20.47859908663572
26,Female,UK,3.513722355596246,Instagram,1,Socializing,39.29977077893792,0,5.5857217381009345,Medium,23.619156855033772
18,Male,Brazil,5.988181730983989,YouTube,5,News,14.573132807830456,1,5.701536411897966,High,43.311627517807565
18,Female,USA,3.345343890618397,Twitter,2,Socializing,36.12308383035238,0,8.215346430171946,Medium,20.6352721579917
22,Male,Canada,2.4987338885137715,Snapchat,2,Entertainment,35.846453827522296,0,10.0,Low,36.598083690434734
16,Female,Germany,1.8611970971643854,Twitter,2,Education,19.92787047782999,1,8.725709383284807,Low,47.336045558295986
18,Male,India,2.765513898330519,YouTube,4,Socializing,22.369565939409803,1,6.265034479887274,Medium,43.09633854387278
25,Female,UK,3.498749875358153,Snapchat,2,Socializing,33.607861715927605,0,6.750562076493306,Medium,38.8458482080398
27,Male,Brazil,3.1497771630699694,Snapchat,2,Socializing,35.31067859848926,1,7.447725983591659,Medium,39.95843426750771
14,Male,USA,3.2648878385096305,YouTube,3,Socializing,30.18458408091505,0,8.191300899845835,Medium,63.15352760446924
22,Male,UK,1.7800257913574946,Twitter,2,Socializing,19.427631141058118,1,8.801023578135974,Low,22.707687764533254
24,Female,USA,6.809840234567179,YouTube,4,Socializing,40.29160415179101,0,3.8084221221274426,High,14.216844180624804
14,Male,Brazil,3.234469199308573,Instagram,1,Socializing,17.809429214178035,0,7.4277182736354135,Medium,53.62529898086245
22,Female,India,3.8494988568685167,Instagram,4,Socializing,36.78167765614699,1,8.167323447980552,Medium,47.79947914727352
26,Other,USA,3.5792464034489226,YouTube,2,Content Creation,27.87111757774183,1,4.957756415562438,Medium,45.00490562590069
16,Female,USA,0.9961642933558426,TikTok,2,Socializing,19.97724472820622,1,9.613755209674084,Low,45.35297620947368
26,Female,Australia,2.337692700611842,YouTube,1,Education,30.33428110940679,1,7.019956633003061,Low,42.22940782664824
27,Male,Germany,4.840204479954118,TikTok,2,Entertainment,16.501376403747695,1,7.674655948457698,Medium,54.52471616173151
27,Female,India,3.10483295012261,YouTube,3,Entertainment,19.296502036294825,0,6.173547788795291,Medium,64.27027187427102
20,Male,India,0.6811913344814293,YouTube,3,News,30.660784665532475,0,9.327446094248414,Low,56.09423347995377
26,Female,India,4.804835835864308,TikTok,5,Education,19.929332480359538,1,5.02811622628092,Medium,27.822425404738333
19,Male,Brazil,3.7690687755606884,Twitter,2,Content Creation,19.648895905708763,1,6.691152021077255,Medium,58.416034098331025
24,Female,USA,1.2193200460271831,Instagram,4,Entertainment,42.18911244257136,1,7.789987365462606,Low,74.93635979273066
21,Male,India,5.442189590659727,Instagram,4,Content Creation,39.818221416442064,1,6.257881285746847,High,62.18143953256363
26,Male,USA,2.042694737229323,YouTube,5,Entertainment,25.322942383553055,1,8.385304004305683,Low,51.478246652086945
20,Female,Germany,3.943617641970976,YouTube,4,Socializing,19.48176551539974,1,6.824384666948064,Medium,78.89551424832078
17,Female,Germany,1.1520766378815277,YouTube,4,News,17.29591880367436,0,7.737960011596963,Low,31.864841857023627
25,Male,Germany,4.673236094752584,Snapchat,3,News,25.275241197225196,1,7.961433520159187,Medium,17.344914380789827
14,Male,UK,5.33277687282412,YouTube,5,Entertainment,39.072450258115154,1,4.940577377023307,High,22.715999095730254
27,Male,Germany,4.802578568981533,Instagram,2,Entertainment,25.5578283936484,1,7.535962475143448,Medium,76.9258671682116
17,Female,Germany,4.314792211627537,TikTok,2,Socializing,12.722029186035114,1,5.976745541060686,Medium,38.831873429711926
20,Female,Canada,4.029869070043487,Instagram,3,Entertainment,27.355424735546244,1,8.125031235606624,Medium,30.917536735083473
22,Female,India,6.068451416537435,TikTok,3,Entertainment,21.892954828499562,0,7.4292036024271475,High,58.7703077057546
21,Female,UK,2.549489269458044,Instagram,5,Content Creation,27.06123765570672,1,8.285198064430674,Medium,57.24042563654561
24,Female,USA,2.7824590782942544,Twitter,5,Entertainment,25.128295808087543,0,9.191036531401124,Medium,40.91792906563378
24,Female,UK,2.4295270273205087,TikTok,2,Entertainment,19.50163239142315,1,7.003912606140168,Low,74.6320093130364
24,Female,India,2.681786539383632,YouTube,5,Entertainment,50.6890476895838,1,7.957910240757723,Medium,107.38063405765973
25,Male,India,3.541448270161347,YouTube,5,News,35.62073576219377,1,6.80797937210297,Medium,63.33675556651339
21,Female,Brazil,1.9431805313520225,Instagram,2,Entertainment,5.0,1,8.618060345578124,Low,29.90078700849738
25,Male,UK,2.6955989836424026,Instagram,1,Socializing,21.225507023047612,1,6.964469476059992,Medium,13.274552452587415
27,Female,Australia,4.001336390176761,YouTube,4,Socializing,21.10483046185893,1,6.635844276301865,Medium,31.822573956524575
25,Female,UK,1.6329122015492357,Instagram,2,Entertainment,27.63769511455059,0,8.71711581128814,Low,20.028538074026848
13,Male,India,5.208383052062213,YouTube,3,Socializing,30.146262117692032,1,5.169806213898372,High,53.2209633012179
21,Male,UK,3.3500902457704775,YouTube,2,Socializing,33.874245992943905,1,7.755130583218545,Medium,32.91946130208032
19,Male,Brazil,2.7063582809385918,TikTok,1,Entertainment,19.585706291718243,1,6.243685705497994,Medium,13.751277339481241
21,Male,UK,3.270035972827774,Instagram,3,Entertainment,26.142837643395293,0,8.4135964535831,Medium,40.57771391457959
20,Male,India,3.7988205979620324,Instagram,4,Entertainment,19.053477801619714,1,4.536752472206976,Medium,7.76284187202338
13,Male,India,2.584247456485853,TikTok,3,Entertainment,28.177935326344286,0,9.282450802965368,Medium,26.19004397465692
24,Male,USA,7.113298123821544,Twitter,5,Education,23.198950223114654,1,2.984530572143812,High,47.836796196811434
20,Male,Brazil,4.25405076048183,Snapchat,5,Entertainment,22.815576776489852,0,6.873715215428117,Medium,20.29793714203066
20,Male,Australia,2.8067360288099694,YouTube,2,Education,30.085109226977824,1,6.890803535215149,Medium,32.85136151878886
27,Male,India,3.4869691435825247,Snapchat,2,Entertainment,18.245347364500613,1,7.695067905443553,Medium,23.66914985448848
23,Male,Australia,0.5662732602001812,TikTok,2,Socializing,32.359522790203876,1,9.67145905612259,Low,43.605825399780244
15,Female,Brazil,2.272079233260982,Instagram,4,Entertainment,31.904312906867705,1,7.976839406028331,Low,28.64704210380779
13,Female,USA,4.6830814524346644,Instagram,2,Entertainment,23.952708999231724,0,5.160415115126673,Medium,51.538388147531904
20,Male,India,3.314722005150461,Snapchat,2,Socializing,16.09231377227359,0,9.377074139855281,Medium,67.44422030463971
15,Male,UK,3.2157396908572045,YouTube,4,Entertainment,29.73377402564826,1,6.820563083019868,Medium,60.84953262817951
15,Male,USA,2.9719806894114122,Instagram,4,Socializing,7.656841037839875,1,8.593660706541211,Medium,6.798814501701997
13,Female,Brazil,3.3811279966900467,Instagram,5,Education,21.559373255810275,0,9.259996558685003,Medium,28.431956849982473
23,Male,USA,6.530670502293605,TikTok,4,Entertainment,32.35610942949465,1,5.436313185316283,High,100.03315670974594
17,Female,USA,6.3713144141012545,TikTok,2,Entertainment,41.22708501031047,1,5.372500815400421,High,58.59527320885765
22,Male,India,2.875251347199278,Instagram,1,News,26.07197652562851,0,9.239294781342469,Medium,19.109400773187826
19,Male,USA,4.699357254551074,Instagram,3,Socializing,30.39009748347583,1,6.074884621804994,Medium,20.2501157106142
22,Male,India,2.8219844032340244,Instagram,5,Entertainment,16.421220281069253,1,8.231822166021981,Medium,33.748713340609385
21,Female,India,5.656200958976704,Instagram,5,Education,37.51893376892363,1,4.547810896041174,High,54.715500562488494
24,Female,Brazil,5.548199561832842,TikTok,2,Entertainment,42.48617068509707,1,4.999110996639759,High,24.613569775416128
19,Male,Canada,1.4961956007406823,TikTok,1,Education,12.416160975803582,1,8.649448886863635,Low,34.043287826375014
21,Male,USA,4.732820717115898,TikTok,1,Entertainment,21.20716878387627,0,5.8287416636679215,Medium,39.44069201964477
20,Male,Brazil,2.751495141676809,YouTube,4,Entertainment,39.96766971162853,1,7.964057384222851,Medium,71.37895648071422
24,Male,India,3.9560759493757516,Snapchat,5,Entertainment,19.877038603150808,1,5.869019136088054,Medium,26.060034852254553
14,Male,UK,1.153323820538807,TikTok,1,News,24.202624520544315,1,9.260323345696607,Low,58.53398084966149
13,Male,India,3.1354812539993673,Snapchat,1,Socializing,16.436154416745225,0,6.662155056176576,Medium,17.62692387248944
19,Female,USA,1.8184766596021351,Instagram,5,News,51.302925826971425,1,9.327690583233885,Low,45.911638337987455
19,Female,Canada,3.590268035466505,TikTok,2,Education,16.770103935133264,0,5.283062190141491,Medium,42.40818335878276
26,Female,USA,2.479510457872362,Instagram,5,Entertainment,15.746446659440458,0,7.313862635732006,Low,37.45181471604474
20,Female,Australia,4.215642054226263,Instagram,2,Socializing,12.686992356234722,1,5.015278200431007,Medium,4.577960183740622
17,Male,Canada,2.556707990380011,TikTok,3,News,25.86933250500782,0,7.8638271340555495,Medium,34.13198796629784
15,Male,USA,0.5,Instagram,3,Education,45.317311946193556,0,10.0,Low,42.712116232083844
24,Female,India,4.848467436453272,Instagram,2,Socializing,10.124125907383004,0,5.144573724242003,Medium,7.2795397323026805
20,Female,Brazil,2.1567187373719094,Instagram,2,Education,16.693567311401917,1,8.511052584351466,Low,52.983280942067246
18,Female,India,2.95135733761174,Snapchat,2,News,20.243498464195255,0,6.924446870714563,Medium,39.53479168989795
23,Female,India,3.514499629777741,YouTube,5,Entertainment,20.35159999916956,0,7.531944674037956,Medium,52.53855858961116
15,Female,USA,3.2243321513830496,Snapchat,2,Socializing,25.16704656478933,0,8.741917057721661,Medium,55.707597566412815
13,Male,USA,3.821218614172918,TikTok,5,Socializing,16.387846219269914,1,6.355526964025038,Medium,33.631725900243886
15,Male,USA,4.078791110042159,Instagram,4,Education,22.67878659676162,0,6.515556648635138,Medium,48.044556307241784
17,Other,USA,3.8786858351942133,Instagram,3,Entertainment,14.730121038509514,1,8.585640193155786,Medium,30.972515748299294
27,Female,UK,4.521048107149477,Instagram,5,Entertainment,24.58051372158114,0,7.273266654946869,Medium,27.437945850113188
26,Female,India,2.9357186642600235,YouTube,2,Entertainment,26.255370044388414,1,8.296473955722059,Medium,50.340532552317335
15,Female,India,4.590449935728434,TikTok,5,News,27.511480198914146,1,5.6182211498182255,Medium,45.207336360714294
13,Female,India,3.843918949331882,YouTube,2,Content Creation,20.48538667398533,0,7.904857352861488,Medium,82.615427758772
17,Male,Canada,3.6361576617309637,Snapchat,3,Entertainment,44.09281138960786,1,7.070406631845368,Medium,37.33171452016272
22,Male,UK,3.9646886080006256,TikTok,3,Entertainment,22.267664809313487,1,8.106711736501685,Medium,68.31267996950095
19,Male,India,3.483433238994895,Instagram,3,Education,21.381060141616498,0,6.032180865027351,Medium,67.76397315289725
27,Male,USA,2.524087018680139,Snapchat,2,Entertainment,22.874163591901425,1,7.986199454111423,Medium,43.190317866425744
26,Male,Canada,4.015872655481147,TikTok,1,Education,48.427737753797985,0,6.065514458322094,Medium,10.272572608317056
19,Female,Germany,1.6305315176056956,TikTok,3,Content Creation,33.473246799115174,1,8.784607195692782,Low,48.64052685604584
23,Female,USA,1.7164549090730672,YouTube,2,Entertainment,15.45171465932545,1,10.0,Low,48.121492203140605
21,Male,India,3.4473803897964306,TikTok,2,Entertainment,29.94225671913645,0,7.8684950997472605,Medium,27.07710795682449
27,Female,Canada,3.2571440689278113,Instagram,5,Socializing,37.506756523205176,0,7.839962658360061,Medium,8.22584345272595
27,Male,India,4.102246196679412,YouTube,3,Content Creation,13.464758372234073,1,7.317661971180193,Medium,12.536664413817906
22,Female,India,4.119131851279912,TikTok,3,Entertainment,23.197351543573966,1,6.434087766668146,Medium,37.436460508578676
22,Other,Canada,3.371316975511114,Instagram,5,Socializing,10.075161946024828,0,9.37155415195878,Medium,21.215394740456638
24,Female,India,5.192943141035814,Snapchat,3,Entertainment,26.79945946875937,1,6.363458312055976,High,35.41298438429908
25,Female,Brazil,2.669175097465563,Twitter,5,Education,32.668399802044455,0,7.130230900038249,Medium,22.817963415199973
15,Female,Canada,2.879284117609142,Instagram,2,Entertainment,5.0,1,8.261391070820485,Medium,30.136277225481173
27,Male,India,2.6423269770625506,Snapchat,2,Entertainment,13.93506230401506,0,7.721216518312228,Medium,53.45687008697244
19,Female,Germany,2.4676181007028877,Twitter,5,Education,39.4139396755278,1,8.745299292463638,Low,67.17837911905055
13,Male,India,4.74470276985471,TikTok,1,Socializing,38.775221796151385,1,5.419007379935535,Medium,50.854461441103176
16,Male,Brazil,0.7799261470812175,Twitter,4,Socializing,17.56792223412397,1,10.0,Low,64.12602664241638
25,Female,Brazil,0.8529318424340135,Instagram,4,News,31.872086469977027,1,9.41437127084272,Low,56.87753107312879
16,Male,India,3.5878093984449855,Instagram,3,Socializing,7.708415174784836,0,7.645064513432295,Medium,29.229175172283206
26,Male,India,6.104110889847464,TikTok,4,Education,13.012912583023148,1,6.384736142047089,High,30.030522270501322
17,Male,UK,5.429084521199182,YouTube,3,Socializing,22.542556887399424,1,6.091202712007196,High,48.144020936029676
19,Male,India,3.219160176354274,Instagram,2,Entertainment,21.854020315698754,1,7.772649953472525,Medium,56.59691025435795
19,Female,India,4.585083886911134,Snapchat,2,Entertainment,22.700026660354048,0,5.288404075467798,Medium,60.92253725722118
25,Male,Brazil,3.9232218959784944,Instagram,1,Entertainment,36.429307543151566,1,6.551108969834748,Medium,40.17208755955573
27,Male,India,3.5231980132686838,TikTok,1,Education,39.776121610449934,0,7.0150917232972025,Medium,22.825458217363238
23,Female,Brazil,5.516374080187026,YouTube,4,News,34.81111312631189,1,6.289225277769274,High,65.57529412253575
25,Male,India,4.428497544853887,YouTube,2,News,32.73364433785652,0,7.772180345604353,Medium,40.46341689140592
16,Male,UK,3.0476796116828133,TikTok,2,Entertainment,41.18662282354481,1,7.22054097424563,Medium,39.75625905794376
25,Other,UK,4.04041235146075,TikTok,2,Socializing,31.180255515705102,1,5.458755885081292,Medium,40.025264720586485
19,Male,Germany,3.8921942357003756,Instagram,3,Socializing,39.739851920582026,0,6.614713571962574,Medium,0.0
23,Male,Germany,4.782184359691033,YouTube,1,Entertainment,15.102567309762033,0,5.448483111972953,Medium,41.45395856633785
15,Male,India,4.943211554853586,Snapchat,2,Entertainment,9.385672578261344,0,6.277082249081356,Medium,63.94339664226067
18,Male,UK,3.5377204077058813,TikTok,3,Entertainment,14.213924805791414,1,7.974208367422206,Medium,29.58139756770305
24,Male,Germany,3.3369608919452776,Twitter,2,Education,22.926342489058165,1,7.663883589401202,Medium,47.759142012903396
14,Male,UK,3.688394374515166,TikTok,5,Entertainment,25.059193222069897,0,6.013571386176312,Medium,10.732219941994021
22,Male,UK,0.8970922542356021,YouTube,1,Socializing,5.0,1,9.53314784737615,Low,46.83987148589205
25,Male,UK,0.9911912244060197,TikTok,5,Entertainment,15.638958203718229,1,9.756206989073167,Low,30.84034578291201
26,Female,India,3.870328812581874,YouTube,5,Entertainment,53.77411708234493,1,6.826430732784474,Medium,43.03289345315593
21,Male,India,3.7613177291598996,Snapchat,2,Socializing,26.473137708096,1,6.379139806293868,Medium,35.71545729475692
17,Female,USA,4.6324573824842705,TikTok,3,Entertainment,22.57147507326394,0,6.860935833403246,Medium,16.501746141079213
18,Male,Australia,2.4442358889920817,TikTok,5,Entertainment,26.12863682252595,0,7.994497394071975,Low,32.041194247971006
24,Male,India,6.14208229820011,Snapchat,1,Socializing,13.641589110852955,1,3.719144028998793,High,35.833417335222265
24,Female,India,2.8708225530819593,TikTok,1,Entertainment,13.12774285173305,1,6.703690653527517,Medium,63.32322084846999
24,Male,Brazil,2.0608260598748087,TikTok,3,Education,15.47179772817076,0,9.97755631952665,Low,54.86208850231563
24,Female,USA,0.5,YouTube,1,Entertainment,24.68299421021889,0,9.372098616532963,Low,57.92669194675871
16,Male,Brazil,2.505662795755728,YouTube,1,Entertainment,26.595461873023527,1,8.405899608585841,Medium,24.714431654948434
26,Male,UK,1.6035032216675644,YouTube,4,Entertainment,18.936287911268767,1,9.1130774445226,Low,44.73497105554223
26,Female,India,4.299867471293608,TikTok,5,Socializing,21.686647976041463,1,6.924077435776319,Medium,31.90233157575438
23,Male,Brazil,5.032667446792766,Instagram,5,Entertainment,34.6388211811769,1,7.451015986056467,High,63.159549583605454
22,Male,Brazil,4.939858822151956,Snapchat,2,Socializing,10.53774896154275,1,6.833462033481049,Medium,20.40971927829924
19,Female,Canada,3.0382894010274204,Twitter,1,Entertainment,19.759537548822685,0,5.654589167421876,Medium,41.21618790220974
24,Female,India,4.014112742501693,YouTube,3,Entertainment,35.96745359539196,0,7.743545514002031,Medium,49.22475673157597
21,Male,Brazil,3.6691661105713034,Instagram,3,News,21.081498114790932,1,6.243621469475535,Medium,33.88040194898487
19,Female,Canada,4.781702335047176,TikTok,2,Entertainment,33.09119298287631,1,6.135078360195696,Medium,20.25411565549782
26,Male,UK,3.838593141894105,TikTok,5,Socializing,29.10561947844391,1,6.739118544027892,Medium,26.780432912353337
13,Male,USA,1.495471324192704,TikTok,3,Socializing,37.1823262487323,1,9.225233029728782,Low,54.82546578458836
13,Female,USA,3.569294294551629,YouTube,1,Entertainment,14.744893713449088,1,8.52542171852906,Medium,30.929212318075578
21,Male,UK,3.6895260392214024,TikTok,3,Socializing,30.663725350862954,1,7.2721848020907025,Medium,21.7824981416908
23,Female,Brazil,1.7003415835844171,TikTok,3,Entertainment,25.440633630023957,0,7.439846574435048,Low,37.32145759302194
